Administrative,Informational,Informational_Duration,ProductRelated,BounceRates,ExitRates,PageValues,SpecialDay,Weekend,Revenue,TotalPages,DurationPerPage,PagesPerMinute,ProductShare,DurationPerProduct,BounceExitDiff,Bounce_x_Exit,ValuePerProduct,PageValuePerTime,SessionQuality,PurchaseIntent,ActivityScore,HasPageValue,IsReturningVisitor,MonthNum,Month_sin,Month_cos,ProductRelated_Duration_log,Administrative_Duration_log,TotalDuration_log,EngagementScore_log,PurchaseIntent_log,OperatingSystems_2,OperatingSystems_3,OperatingSystems_4,OperatingSystems_5,OperatingSystems_6,OperatingSystems_7,OperatingSystems_8,Browser_2,Browser_3,Browser_4,Browser_5,Browser_6,Browser_7,Browser_8,Browser_9,Browser_10,Browser_11,Browser_12,Browser_13,Region_2,Region_3,Region_4,Region_5,Region_6,Region_7,Region_8,Region_9,TrafficType_2,TrafficType_3,TrafficType_4,TrafficType_5,TrafficType_6,TrafficType_7,TrafficType_8,TrafficType_9,TrafficType_10,TrafficType_11,TrafficType_12,TrafficType_13,TrafficType_14,TrafficType_15,TrafficType_16,TrafficType_17,TrafficType_18,TrafficType_19,TrafficType_20,VisitorType_Other,VisitorType_Returning_Visitor
0,0,0.0,16,0.01875,0.025833333,0.0,0.4,0,0,16,23.985294117647058,2.05237840726884,0.9411764705882353,23.985294117647058,0.007083333000000001,0.00048437499374999997,0.0,0.0,0.0,0.0,32,0,1,2,0.8660254037844386,0.5000000000000001,6.013103722211463,0.0,6.013103722211463,8.783396232190894,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,7,0.0,0.028571429,0.0,0.0,0,0,7,35.0625,1.2334801762114538,0.875,35.0625,0.028571429,0.0,0.0,0.0,0.0,0.0,14,0,1,2,0.8660254037844386,0.5000000000000001,5.640132447579745,0.0,5.640132447579745,7.582993038998515,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,6,0.0,0.066666667,0.0,0.0,0,0,6,14.0,2.278481012658228,0.8571428571428571,14.0,0.066666667,0.0,0.0,0.0,0.0,0.0,12,0,1,2,0.8660254037844386,0.5000000000000001,4.59511985013459,0.0,4.59511985013459,6.3784261836515865,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,2,0.0,0.1,0.0,0.0,0,0,2,22.666666666666668,0.9375,0.6666666666666666,22.666666666666668,0.1,0.0,0.0,0.0,0.0,0.0,4,0,1,2,0.8660254037844386,0.5000000000000001,4.23410650459726,0.0,4.23410650459726,4.919980925828125,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0.0,23,0.008333333,0.016312636,0.0,0.0,0,0,25,66.2032738076923,0.8420886605969564,0.8846153846153846,69.51187995833332,0.007979302999999998,0.000135938627895788,0.0,0.0,0.0,0.0,48,0,1,2,0.8660254037844386,0.5000000000000001,7.420150741306542,3.9889840465642745,7.451407245613931,10.669725516079328,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,1,0.2,0.2,0.0,0.0,0,0,1,0.0,1.0,0.5,0.0,0.0,0.04000000000000001,0.0,0.0,0.0,0.0,2,0,1,2,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,13,0.0,0.007692308,0.0,0.0,1,0,13,23.92619047857143,1.9748501981623046,0.9285714285714286,23.92619047857143,0.007692308,0.0,0.0,0.0,0.0,0.0,26,0,1,2,0.8660254037844386,0.5000000000000001,5.817011948791939,0.0,5.817011948791939,8.379209999558979,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,2,0.0,0.1,0.0,0.0,0,0,2,10.666666666666666,1.3043478260869565,0.6666666666666666,10.666666666666666,0.1,0.0,0.0,0.0,0.0,0.0,4,0,1,2,0.8660254037844386,0.5000000000000001,3.4965075614664802,0.0,3.4965075614664802,4.174387269895637,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,20,0.0,0.01,0.0,0.0,0,0,20,141.96031747619048,0.3945854112572384,0.9523809523809523,141.96031747619048,0.01,0.0,0.0,0.0,0.0,0.0,40,0,1,2,0.8660254037844386,0.5000000000000001,8.000405384775583,0.0,8.000405384775583,10.995819047247632,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,8,0.0,0.008333333,0.0,1.0,1,0,8,15.129629633333334,2.4468988950812407,0.8888888888888888,15.129629633333334,0.008333333,0.0,0.0,0.0,0.0,0.0,16,0,1,2,0.8660254037844386,0.5000000000000001,4.921196731692028,0.0,4.921196731692028,6.994238739114848,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,2,0.2,0.2,0.0,0.0,0,0,2,0.0,2.0,0.6666666666666666,0.0,0.0,0.04000000000000001,0.0,0.0,0.0,0.0,4,0,1,2,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,3,0.0,0.033333333,0.0,0.0,0,0,3,26.25,1.0909090909090908,0.75,26.25,0.033333333,0.0,0.0,0.0,0.0,0.0,6,0,1,2,0.8660254037844386,0.5000000000000001,4.663439094112067,0.0,4.663439094112067,5.755742213586912,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,2,0.0,0.1,0.0,0.8,0,0,2,5.0,1.6,0.6666666666666666,5.0,0.1,0.0,0.0,0.0,0.0,0.0,4,0,1,2,0.8660254037844386,0.5000000000000001,2.772588722239781,0.0,2.772588722239781,3.4339872044851463,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,1,0.2,0.2,0.0,0.0,1,0,1,0.0,1.0,0.5,0.0,0.0,0.04000000000000001,0.0,0.0,0.0,0.0,2,0,1,2,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,5,0.0,0.04,0.0,0.0,0,0,5,26.0,1.3888888888888888,0.8333333333333334,26.0,0.04,0.0,0.0,0.0,0.0,0.0,10,0,1,2,0.8660254037844386,0.5000000000000001,5.056245805348308,0.0,5.056245805348308,6.660575149839686,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,0,0.0,32,0.002857143,0.00952381,0.0,0.0,0,0,36,32.43363362162162,1.714225248391318,0.8648648648648649,34.407407393939394,0.006666667000000001,2.7210887074830003e-05,0.0,0.0,0.0,0.0,68,0,1,2,0.8660254037844386,0.5000000000000001,7.035659758683774,4.183575695950044,7.090946827223761,10.673655957235983,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,4,0.05,0.1,0.0,0.0,0,0,4,15.2,1.7647058823529411,0.8,15.2,0.05,0.005000000000000001,0.0,0.0,0.0,0.0,8,0,1,2,0.8660254037844386,0.5000000000000001,4.343805421853684,0.0,4.343805421853684,5.720311776607412,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,4,0.0,0.05,0.0,0.2,0,0,4,12.6,1.9512195121951221,0.8,12.6,0.05,0.0,0.0,0.0,0.0,0.0,8,0,1,2,0.8660254037844386,0.5000000000000001,4.1588830833596715,0.0,4.1588830833596715,5.53338948872752,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0.0,45,0.043478261,0.050821256,54.17976426,0.4,0,0,47,33.098958333333336,1.7103866565579984,0.9375,34.40760869565217,0.007342995000000005,0.002209619832715816,1.177820962173913,0.034080682031766,51.82412232858525,2438.0893917,92,1,1,2,0.8660254037844386,0.5000000000000001,7.367550731635349,1.9459101490553132,7.371332050147517,11.220863816159136,7.7993800485078,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,2,0.0,0.1,0.0,0.0,0,0,2,11.666666666666666,1.263157894736842,0.6666666666666666,11.666666666666666,0.1,0.0,0.0,0.0,0.0,0.0,4,0,1,2,0.8660254037844386,0.5000000000000001,3.58351893845611,0.0,3.58351893845611,4.2626798770413155,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,3,0.0,0.066666667,0.0,0.0,1,0,3,19.5,1.3043478260869565,0.75,19.5,0.066666667,0.0,0.0,0.0,0.0,0.0,6,0,1,2,0.8660254037844386,0.5000000000000001,4.3694478524670215,0.0,4.3694478524670215,5.459585514144159,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,8,0.0,0.025,0.0,0.0,0,0,8,23.27777777777778,1.7810760667903522,0.8888888888888888,23.27777777777778,0.025,0.0,0.0,0.0,0.0,0.0,16,0,1,2,0.8660254037844386,0.5000000000000001,5.349485653122436,0.0,5.349485653122436,7.424761761823209,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,10,0.04,0.08,0.0,0.0,0,0,10,16.6969697,2.4623803006207408,0.9090909090909091,16.6969697,0.04,0.0032,0.0,0.0,0.0,0.0,20,0,1,2,0.8660254037844386,0.5000000000000001,5.218552398259679,0.0,5.218552398259679,7.516251930102963,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,14,0.014285714,0.028571429,0.0,0.0,0,0,14,25.366666666666667,1.9069239500567536,0.9333333333333333,25.366666666666667,0.014285715,0.000408163263265306,0.0,0.0,0.0,0.0,28,0,1,2,0.8660254037844386,0.5000000000000001,5.9441108507245115,0.0,5.9441108507245115,8.580731212220226,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,52,0.015384615,0.020352564,0.0,0.0,0,0,52,39.36307277358491,1.453703149121302,0.9811320754716981,39.36307277358491,0.004967948999999999,0.00031311636140286,0.0,0.0,0.0,0.0,104,0,1,2,0.8660254037844386,0.5000000000000001,7.643599266862002,0.0,7.643599266862002,11.594372987558293,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,8,0.025,0.05625,0.0,0.0,1,0,8,43.111111111111114,1.0714285714285714,0.8888888888888888,43.111111111111114,0.03125,0.0014062500000000002,0.0,0.0,0.0,0.0,16,0,1,2,0.8660254037844386,0.5000000000000001,5.963579343618446,0.0,5.963579343618446,8.040768994367578,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0.0,5,0.0,0.028571429,0.0,0.8,0,0,7,39.5,1.1170212765957448,0.625,49.666666666666664,0.028571429,0.0,0.0,0.0,0.0,0.0,12,0,1,2,0.8660254037844386,0.5000000000000001,5.700443573390687,2.9444389791664403,5.75890177387728,7.70210434005105,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,7,0.028571429,0.071428571,0.0,0.6,0,0,7,7.875,3.414634146341464,0.875,7.875,0.042857142,0.0020408163448979587,0.0,0.0,0.0,0.0,14,0,1,2,0.8660254037844386,0.5000000000000001,4.1588830833596715,0.0,4.1588830833596715,6.091309882077698,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,9,0.0,0.022222222,0.0,0.0,0,0,9,48.2,0.996309963099631,0.9,48.2,0.022222222,0.0,0.0,0.0,0.0,0.0,18,0,1,2,0.8660254037844386,0.5000000000000001,6.180016653652572,0.0,6.180016653652572,8.37539918579835,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.0,46,0.0,0.001794872,0.0,0.0,0,0,47,85.27904039583333,0.6789628052182699,0.9583333333333334,86.90199870212766,0.001794872,0.0,0.0,0.0,0.0,0.0,93,0,1,2,0.8660254037844386,0.5000000000000001,8.315173438140215,2.302585092994046,8.317373985089853,12.167282518353044,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,3,0.0,0.066666667,0.0,0.6,0,0,3,5.5,2.1951219512195124,0.75,5.5,0.066666667,0.0,0.0,0.0,0.0,0.0,6,0,1,2,0.8660254037844386,0.5000000000000001,3.1354942159291497,0.0,3.1354942159291497,4.204692619390966,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,15,0.0,0.006666667,0.0,0.0,0,0,15,19.38541666875,2.431337235260573,0.9375,19.38541666875,0.006666667,0.0,0.0,0.0,0.0,0.0,30,0,1,2,0.8660254037844386,0.5000000000000001,5.740328674420791,0.0,5.740328674420791,8.445374903733212,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,2,0.0,0.05,0.0,0.4,0,0,2,11.333333333333334,1.2765957446808511,0.6666666666666666,11.333333333333334,0.05,0.0,0.0,0.0,0.0,0.0,4,0,1,2,0.8660254037844386,0.5000000000000001,3.5553480614894135,0.0,3.5553480614894135,4.23410650459726,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,4,0.0,0.05,0.0,0.0,0,0,4,17.6,1.6216216216216215,0.8,17.6,0.05,0.0,0.0,0.0,0.0,0.0,8,0,1,2,0.8660254037844386,0.5000000000000001,4.48863636973214,0.0,4.48863636973214,5.8664680569332965,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,22,0.003030303,0.006060606,0.0,0.2,0,0,22,27.054347826086957,1.9347746427262733,0.9565217391304348,27.054347826086957,0.003030303,1.8365472543618e-05,0.0,0.0,0.0,0.0,44,0,1,2,0.8660254037844386,0.5000000000000001,6.434947722403667,0.0,6.434947722403667,9.524457440625042,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,14,0.017142857,0.057142857,0.0,0.0,0,0,14,14.826666666666666,2.9745042492917846,0.9333333333333333,14.826666666666666,0.039999999999999994,0.000979591826122449,0.0,0.0,0.0,0.0,28,0,1,2,0.8660254037844386,0.5000000000000001,5.4089638866351,0.0,5.4089638866351,8.043856012061239,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,3,0.066666667,0.133333333,0.0,0.2,0,0,3,20.0,1.2857142857142858,0.75,20.0,0.066666666,0.008888888911111111,0.0,0.0,0.0,0.0,6,0,1,2,0.8660254037844386,0.5000000000000001,4.394449154672439,0.0,4.394449154672439,5.484796933490655,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,11,0.0,0.003636364,0.0,0.0,0,0,11,66.73611110833333,0.766698935170056,0.9166666666666666,66.73611110833333,0.003636364,0.0,0.0,0.0,0.0,0.0,22,0,1,2,0.8660254037844386,0.5000000000000001,6.686900772429827,0.0,6.686900772429827,9.083661636605996,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,1,0.2,0.2,0.0,0.6,0,0,1,0.0,1.0,0.5,0.0,0.0,0.04000000000000001,0.0,0.0,0.0,0.0,2,0,1,2,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,1,0.2,0.2,0.0,0.0,1,0,1,0.0,1.0,0.5,0.0,0.0,0.04000000000000001,0.0,0.0,0.0,0.0,2,0,1,2,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,12,0.011111111,0.026111111,0.0,0.2,0,0,12,20.3974359,2.2142491027971043,0.9230769230769231,20.3974359,0.015,0.00029012345265432097,0.0,0.0,0.0,0.0,24,0,1,2,0.8660254037844386,0.5000000000000001,5.584122679112192,0.0,5.584122679112192,8.06557942740776,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,2,0.0,0.1,0.0,1.0,1,0,2,9.666666666666666,1.348314606741573,0.6666666666666666,9.666666666666666,0.1,0.0,0.0,0.0,0.0,0.0,4,0,1,2,0.8660254037844386,0.5000000000000001,3.4011973816621555,0.0,3.4011973816621555,4.07753744390572,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
